,Sex, MaritalStatus, Age, Education, Occupation, YearsInSf, DualIncome, HouseholdMembers, Under18, HouseholdStatus, TypeOfHome, EthnicClass, Language,Class
2910,2.0,5.0,1.0,2.0,6.0,5.0,1.0,4.0,2.0,3.0,1.0,7.0,1.0,1.0
2911,2.0,1.0,3.0,3.0,3.0,5.0,2.0,3.0,1.0,2.0,2.0,5.0,1.0,7.0
2912,2.0,1.0,3.0,2.0,5.0,5.0,3.0,2.0,0.0,1.0,1.0,5.0,1.0,7.0
2913,2.0,5.0,1.0,1.0,6.0,5.0,1.0,3.0,2.0,3.0,5.0,3.0,1.0,1.0
2914,1.0,5.0,1.0,2.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,5.0
2915,2.0,5.0,2.0,3.0,9.0,4.0,1.0,3.0,1.0,3.0,3.0,6.0,1.0,1.0
2916,2.0,1.0,2.0,3.0,5.0,5.0,2.0,3.0,1.0,2.0,5.0,7.0,1.0,1.0
2917,2.0,1.0,2.0,2.0,5.0,5.0,3.0,3.0,1.0,1.0,4.0,7.0,1.0,2.0
2918,2.0,2.0,2.0,3.0,2.0,5.0,2.0,5.0,0.0,2.0,3.0,7.0,1.0,1.0
2919,2.0,2.0,2.0,4.0,7.0,4.0,1.0,2.0,0.0,2.0,3.0,1.0,3.0,1.0
2920,2.0,5.0,1.0,1.0,6.0,5.0,1.0,3.0,1.0,3.0,3.0,7.0,1.0,1.0
2921,1.0,5.0,2.0,2.0,6.0,1.0,1.0,3.0,0.0,3.0,3.0,7.0,1.0,1.0
2922,1.0,3.0,2.0,831.0,7.0,5.0,1.0,3.0,1.0,1.0,2.0,6.0,1.0,6.0
2923,1.0,2.0,5.0,3.0,8.0,5.0,1.0,2.0,0.0,1.0,1.0,7.0,1.0,6.0
2924,1.0,5.0,1.0,2.0,6.0,2.0,1.0,3.0,2.0,3.0,1.0,7.0,1.0,1.0
2925,1.0,1.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,1.0,1.0,7.0,1.0,8.0
2926,2.0,5.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0
2927,2.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,6.0,1.0,4.0
2928,1.0,1.0,2.0,3.0,3.0,5.0,2.0,2.0,0.0,2.0,3.0,7.0,1.0,1.0
2929,1.0,2.0,1.0,2.0,6.0,3.0,3.0,2.0,0.0,3.0,1.0,7.0,1.0,7.0
2930,2.0,1.0,4.0,4.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,7.0,1.0,9.0
2931,2.0,5.0,1.0,1.0,6.0,5.0,1.0,4.0,2.0,3.0,1.0,7.0,1.0,1.0
2932,2.0,5.0,1.0,1.0,6.0,5.0,1.0,3.0,1.0,3.0,1.0,7.0,1.0,1.0
2933,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,7.0,1.0,1.0
2934,2.0,5.0,1.0,2.0,6.0,5.0,1.0,2.0,2.0,3.0,1.0,7.0,1.0,1.0
2935,2.0,5.0,1.0,2.0,6.0,5.0,1.0,3.0,1.0,3.0,1.0,7.0,1.0,1.0
2936,1.0,5.0,2.0,4.0,3.0,5.0,1.0,3.0,2.0,3.0,1.0,7.0,1.0,1.0
2937,2.0,5.0,1.0,2.0,6.0,5.0,1.0,3.0,1.0,3.0,1.0,7.0,1.0,1.0
2938,1.0,5.0,2.0,4.0,3.0,2.0,1.0,4.0,0.0,1.0,1.0,7.0,1.0,2.0
2939,2.0,5.0,2.0,4.0,6.0,2.0,1.0,5.0,2.0,3.0,1.0,7.0,1.0,1.0
2940,1.0,5.0,2.0,4.0,6.0,2.0,1.0,1.0,0.0,2.0,5.0,7.0,1.0,1.0
2941,1.0,5.0,2.0,3.0,7.0,2.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,2.0
2942,2.0,5.0,2.0,4.0,7.0,3.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,2.0
2943,1.0,5.0,2.0,4.0,6.0,1.0,1.0,6.0,0.0,1.0,1.0,7.0,1.0,1.0
2944,2.0,3.0,5.0,4.0,2.0,5.0,1.0,1.0,0.0,2.0,1.0,7.0,1.0,3.0
2945,2.0,2.0,2.0,3.0,1.0,5.0,1.0,2.0,0.0,2.0,3.0,7.0,1.0,3.0
2946,2.0,1.0,3.0,3.0,4.0,5.0,2.0,4.0,2.0,2.0,1.0,5.0,1.0,5.0
2947,2.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,1.0
2948,1.0,5.0,3.0,4.0,1.0,4.0,1.0,3.0,0.0,2.0,1.0,7.0,1.0,1.0
2949,2.0,1.0,4.0,3.0,4.0,5.0,2.0,3.0,0.0,1.0,1.0,7.0,1.0,6.0
2950,1.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0
2951,1.0,1.0,3.0,4.0,7.0,2.0,3.0,5.0,3.0,2.0,1.0,7.0,1.0,5.0
2952,2.0,1.0,5.0,4.0,2.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,4.0
2953,2.0,5.0,1.0,2.0,6.0,5.0,1.0,3.0,1.0,3.0,1.0,7.0,1.0,1.0
2954,2.0,5.0,2.0,3.0,2.0,5.0,1.0,4.0,0.0,3.0,1.0,1.0,1.0,1.0
2955,2.0,5.0,2.0,4.0,1.0,5.0,1.0,3.0,0.0,2.0,3.0,5.0,1.0,1.0
2956,2.0,1.0,2.0,3.0,5.0,5.0,3.0,3.0,1.0,1.0,4.0,7.0,1.0,6.0
2957,1.0,1.0,6.0,6.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,7.0,1.0,6.0
2958,1.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,7.0,1.0,3.0
2959,1.0,3.0,5.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,6.0
2960,2.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,7.0,1.0,1.0
2961,2.0,1.0,6.0,3.0,2.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,2.0
2962,1.0,2.0,3.0,3.0,3.0,5.0,841.0,3.0,1.0,2.0,1.0,7.0,1.0,4.0
2963,1.0,5.0,2.0,4.0,9.0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,1.0
2964,2.0,5.0,2.0,2.0,6.0,5.0,1.0,3.0,0.0,3.0,1.0,7.0,1.0,9.0
2965,2.0,5.0,2.0,5.0,6.0,1.0,1.0,4.0,1.0,3.0,1.0,7.0,1.0,7.0
2966,1.0,1.0,4.0,3.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,8.0
2967,2.0,1.0,3.0,4.0,1.0,4.0,2.0,4.0,0.0,1.0,1.0,3.0,1.0,9.0
2968,2.0,5.0,2.0,3.0,4.0,5.0,1.0,3.0,1.0,3.0,1.0,8.0,1.0,2.0
2969,2.0,5.0,2.0,4.0,6.0,4.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0
2970,1.0,3.0,4.0,3.0,7.0,2.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,3.0
2971,1.0,1.0,3.0,4.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,7.0,1.0,5.0
2972,1.0,5.0,2.0,3.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,7.0,1.0,9.0
2973,1.0,5.0,2.0,3.0,6.0,5.0,1.0,4.0,1.0,3.0,1.0,7.0,1.0,1.0
2974,2.0,5.0,2.0,3.0,6.0,4.0,1.0,5.0,2.0,3.0,1.0,7.0,1.0,1.0
2975,2.0,1.0,2.0,3.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0,7.0,1.0,5.0
2976,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,7.0,1.0,4.0
2977,1.0,5.0,2.0,4.0,1.0,4.0,1.0,5.0,0.0,3.0,1.0,7.0,1.0,8.0
2978,1.0,5.0,2.0,4.0,1.0,4.0,1.0,4.0,0.0,3.0,1.0,7.0,1.0,8.0
2979,2.0,1.0,5.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,7.0,1.0,7.0
2980,1.0,1.0,6.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,7.0,1.0,8.0
2981,2.0,3.0,6.0,3.0,2.0,5.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
2982,2.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,7.0,1.0,5.0
2983,1.0,1.0,3.0,3.0,7.0,1.0,2.0,3.0,1.0,2.0,2.0,7.0,1.0,4.0
2984,2.0,1.0,4.0,3.0,5.0,5.0,3.0,5.0,2.0,1.0,1.0,7.0,1.0,7.0
2985,2.0,5.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,2.0
2986,2.0,1.0,2.0,3.0,7.0,2.0,2.0,2.0,0.0,2.0,3.0,7.0,1.0,4.0
2987,1.0,1.0,2.0,3.0,7.0,2.0,2.0,2.0,0.0,2.0,3.0,7.0,1.0,2.0
2988,1.0,5.0,3.0,4.0,7.0,2.0,1.0,2.0,0.0,2.0,5.0,7.0,1.0,4.0
2989,1.0,5.0,2.0,3.0,7.0,2.0,1.0,2.0,0.0,2.0,5.0,7.0,1.0,4.0
2990,2.0,1.0,4.0,5.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,8.0
2991,1.0,1.0,5.0,4.0,7.0,1.0,2.0,3.0,0.0,2.0,1.0,6.0,1.0,6.0
2992,2.0,1.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,7.0,1.0,1.0
2993,1.0,3.0,5.0,4.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
2994,1.0,5.0,4.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,6.0
2995,2.0,1.0,3.0,4.0,2.0,5.0,3.0,4.0,2.0,2.0,3.0,8.0,1.0,5.0
2996,2.0,1.0,5.0,4.0,5.0,3.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,7.0
2997,2.0,1.0,3.0,4.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,7.0,1.0,6.0
2998,2.0,1.0,4.0,4.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,7.0,1.0,7.0
2999,2.0,3.0,4.0,3.0,1.0,5.0,1.0,2.0,0.0,1.0,4.0,7.0,1.0,5.0
3000,1.0,3.0,4.0,6.0,1.0,5.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,6.0
3001,2.0,1.0,3.0,3.0,7.0,5.0,2.0,3.0,1.0,1.0,1.0,7.0,1.0,6.0
3002,1.0,5.0,2.0,4.0,2.0,5.0,1.0,5.0,2.0,851.0,1.0,3.0,1.0,1.0
3003,2.0,3.0,6.0,4.0,8.0,4.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,2.0
3004,1.0,1.0,4.0,4.0,1.0,5.0,2.0,4.0,0.0,1.0,1.0,7.0,1.0,7.0
3005,2.0,1.0,6.0,4.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,9.0
3006,2.0,1.0,3.0,3.0,1.0,3.0,2.0,5.0,2.0,1.0,1.0,7.0,1.0,7.0
3007,2.0,1.0,5.0,3.0,5.0,5.0,3.0,5.0,2.0,1.0,1.0,7.0,1.0,6.0
3008,1.0,1.0,5.0,6.0,4.0,5.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
3009,1.0,1.0,5.0,3.0,3.0,5.0,2.0,5.0,1.0,1.0,1.0,7.0,1.0,7.0
3010,1.0,3.0,3.0,5.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,4.0
3011,2.0,1.0,2.0,4.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,8.0
3012,2.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,7.0,1.0,9.0
3013,1.0,2.0,3.0,4.0,7.0,3.0,1.0,2.0,0.0,2.0,3.0,7.0,1.0,4.0
3014,2.0,1.0,3.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,7.0,1.0,7.0
3015,2.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,7.0,1.0,7.0
3016,1.0,1.0,7.0,3.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,6.0
3017,2.0,4.0,5.0,5.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,7.0
3018,2.0,1.0,2.0,3.0,2.0,5.0,2.0,2.0,0.0,2.0,3.0,7.0,1.0,2.0
3019,1.0,3.0,6.0,4.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,8.0
3020,1.0,3.0,5.0,4.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,6.0
3021,2.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,1.0,7.0
3022,2.0,3.0,6.0,4.0,8.0,5.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,1.0
3023,2.0,1.0,3.0,5.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
3024,1.0,1.0,4.0,4.0,3.0,5.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
3025,2.0,5.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,3.0,1.0,7.0,1.0,2.0
3026,2.0,5.0,2.0,4.0,4.0,5.0,1.0,5.0,2.0,3.0,1.0,7.0,1.0,9.0
3027,2.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,7.0,1.0,4.0
3028,1.0,1.0,6.0,4.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,3.0
3029,1.0,1.0,6.0,5.0,1.0,5.0,3.0,2.0,2.0,1.0,4.0,7.0,1.0,7.0
3030,2.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,7.0,1.0,3.0
3031,2.0,5.0,2.0,4.0,6.0,5.0,1.0,6.0,2.0,3.0,1.0,3.0,1.0,1.0
3032,1.0,1.0,2.0,4.0,6.0,2.0,3.0,2.0,0.0,2.0,4.0,7.0,1.0,1.0
3033,1.0,5.0,2.0,6.0,6.0,4.0,1.0,5.0,0.0,3.0,3.0,5.0,2.0,2.0
3034,2.0,5.0,2.0,6.0,6.0,5.0,1.0,1.0,0.0,2.0,5.0,7.0,1.0,1.0
3035,2.0,1.0,3.0,4.0,1.0,5.0,2.0,5.0,3.0,1.0,1.0,7.0,1.0,8.0
3036,1.0,1.0,4.0,4.0,7.0,2.0,2.0,3.0,1.0,1.0,1.0,7.0,1.0,8.0
3037,2.0,1.0,5.0,4.0,4.0,5.0,2.0,4.0,1.0,1.0,1.0,7.0,1.0,8.0
3038,2.0,1.0,4.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,7.0,1.0,6.0
3039,1.0,5.0,3.0,3.0,3.0,5.0,1.0,1.0,0.0,2.0,1.0,7.0,1.0,4.0
3040,2.0,1.0,3.0,4.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,7.0,1.0,6.0
3041,2.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
3042,861.0,1.0,4.0,6.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
3043,1.0,1.0,3.0,4.0,7.0,1.0,2.0,2.0,0.0,2.0,3.0,5.0,1.0,6.0
3044,2.0,1.0,3.0,4.0,5.0,5.0,3.0,4.0,2.0,1.0,1.0,7.0,1.0,6.0
3045,2.0,5.0,2.0,4.0,6.0,5.0,1.0,4.0,0.0,3.0,1.0,7.0,1.0,6.0
3046,1.0,1.0,7.0,4.0,7.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,6.0
3047,2.0,1.0,6.0,5.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,4.0
3048,2.0,3.0,5.0,6.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,7.0
3049,1.0,5.0,3.0,4.0,7.0,2.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,2.0
3050,2.0,1.0,4.0,4.0,5.0,5.0,3.0,4.0,2.0,1.0,1.0,7.0,1.0,7.0
3051,2.0,2.0,2.0,4.0,1.0,5.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0
3052,2.0,1.0,5.0,4.0,5.0,4.0,3.0,3.0,0.0,1.0,1.0,7.0,1.0,8.0
3053,1.0,3.0,3.0,3.0,7.0,3.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,2.0
3054,2.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,2.0,1.0,1.0,7.0,1.0,5.0
3055,2.0,1.0,6.0,4.0,5.0,5.0,2.0,4.0,0.0,1.0,1.0,7.0,1.0,6.0
3056,2.0,5.0,2.0,3.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0
3057,2.0,1.0,4.0,4.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,7.0,1.0,8.0
3058,1.0,1.0,3.0,4.0,1.0,5.0,2.0,4.0,2.0,2.0,1.0,7.0,1.0,6.0
3059,1.0,1.0,7.0,3.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,3.0
3060,2.0,2.0,4.0,4.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,5.0,1.0,8.0
3061,1.0,5.0,2.0,4.0,7.0,2.0,1.0,1.0,0.0,2.0,5.0,7.0,1.0,2.0
3062,2.0,1.0,5.0,4.0,4.0,5.0,2.0,4.0,0.0,1.0,1.0,7.0,1.0,6.0
3063,2.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,2.0,2.0,7.0,1.0,2.0
3064,2.0,1.0,3.0,3.0,5.0,1.0,3.0,7.0,5.0,2.0,1.0,7.0,1.0,8.0
3065,2.0,1.0,7.0,3.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,7.0
3066,1.0,1.0,7.0,4.0,8.0,2.0,3.0,2.0,0.0,1.0,2.0,7.0,1.0,8.0
3067,1.0,1.0,3.0,5.0,7.0,1.0,3.0,7.0,5.0,2.0,1.0,7.0,1.0,8.0
3068,2.0,1.0,4.0,4.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,7.0,1.0,6.0
3069,2.0,3.0,3.0,4.0,9.0,5.0,1.0,2.0,1.0,2.0,2.0,7.0,1.0,1.0
3070,1.0,1.0,6.0,5.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,9.0
3071,1.0,5.0,2.0,4.0,2.0,5.0,1.0,4.0,0.0,3.0,1.0,5.0,1.0,7.0
3072,1.0,5.0,2.0,3.0,7.0,5.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0
3073,1.0,5.0,2.0,4.0,7.0,1.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,2.0
3074,1.0,1.0,2.0,5.0,7.0,1.0,3.0,2.0,1.0,2.0,5.0,7.0,1.0,2.0
3075,2.0,1.0,2.0,3.0,5.0,2.0,3.0,2.0,0.0,2.0,3.0,7.0,1.0,2.0
3076,1.0,5.0,2.0,4.0,6.0,2.0,1.0,3.0,0.0,3.0,1.0,7.0,1.0,1.0
3077,1.0,5.0,3.0,4.0,7.0,3.0,1.0,1.0,0.0,2.0,1.0,7.0,1.0,4.0
3078,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,6.0
3079,2.0,5.0,2.0,5.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,7.0
3080,2.0,3.0,6.0,3.0,4.0,5.0,1.0,1.0,0.0,2.0,1.0,7.0,1.0,2.0
3081,2.0,1.0,3.0,5.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,7.0,1.0,8.0
3082,2.0,1.0,5.0,871.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
3083,2.0,3.0,4.0,6.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,7.0,1.0,8.0
3084,1.0,5.0,4.0,4.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
3085,2.0,1.0,5.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,7.0,1.0,8.0
3086,2.0,1.0,7.0,3.0,5.0,5.0,3.0,2.0,0.0,2.0,1.0,7.0,1.0,5.0
3087,2.0,5.0,2.0,3.0,1.0,5.0,1.0,4.0,0.0,3.0,1.0,6.0,2.0,1.0
3088,1.0,3.0,4.0,4.0,1.0,5.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,7.0
3089,2.0,5.0,2.0,4.0,6.0,2.0,1.0,5.0,1.0,3.0,3.0,7.0,1.0,1.0
3090,2.0,5.0,2.0,4.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,7.0,1.0,1.0
3091,1.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,7.0,1.0,6.0
3092,1.0,5.0,3.0,4.0,1.0,5.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,3.0
3093,1.0,1.0,3.0,4.0,7.0,2.0,2.0,2.0,0.0,2.0,3.0,5.0,1.0,6.0
3094,1.0,1.0,7.0,5.0,8.0,5.0,3.0,2.0,0.0,1.0,2.0,7.0,1.0,8.0
3095,2.0,1.0,4.0,4.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,7.0,1.0,9.0
3096,1.0,1.0,5.0,3.0,3.0,4.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,7.0
3097,2.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,7.0,1.0,5.0
3098,1.0,1.0,4.0,5.0,1.0,5.0,2.0,3.0,0.0,1.0,1.0,8.0,1.0,8.0
3099,2.0,2.0,2.0,4.0,2.0,4.0,1.0,5.0,1.0,3.0,1.0,7.0,1.0,1.0
3100,2.0,5.0,3.0,3.0,4.0,5.0,1.0,2.0,0.0,3.0,3.0,7.0,1.0,1.0
3101,2.0,1.0,4.0,3.0,5.0,5.0,2.0,4.0,2.0,1.0,1.0,7.0,1.0,6.0
3102,1.0,5.0,6.0,4.0,8.0,5.0,1.0,2.0,0.0,3.0,1.0,7.0,1.0,2.0
3103,1.0,3.0,7.0,5.0,8.0,5.0,1.0,1.0,0.0,2.0,1.0,7.0,1.0,6.0
3104,2.0,1.0,5.0,5.0,8.0,3.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,4.0
3105,2.0,1.0,5.0,4.0,5.0,2.0,3.0,2.0,0.0,1.0,5.0,7.0,1.0,8.0
3106,1.0,5.0,3.0,4.0,3.0,3.0,1.0,3.0,0.0,2.0,1.0,7.0,1.0,1.0
3107,1.0,5.0,2.0,4.0,2.0,5.0,1.0,6.0,3.0,3.0,1.0,7.0,1.0,1.0
3108,2.0,3.0,3.0,4.0,7.0,3.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,2.0
3109,2.0,1.0,5.0,4.0,1.0,5.0,3.0,2.0,0.0,1.0,2.0,7.0,1.0,6.0
3110,1.0,5.0,2.0,3.0,3.0,5.0,1.0,3.0,0.0,1.0,1.0,7.0,1.0,2.0
3111,1.0,5.0,3.0,4.0,4.0,5.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,3.0
3112,2.0,1.0,3.0,4.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,7.0,1.0,6.0
3113,1.0,5.0,2.0,4.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,7.0,1.0,3.0
3114,2.0,5.0,2.0,2.0,6.0,5.0,1.0,6.0,1.0,3.0,1.0,7.0,1.0,6.0
3115,1.0,1.0,6.0,5.0,1.0,4.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,9.0
3116,2.0,1.0,6.0,5.0,8.0,5.0,3.0,4.0,1.0,1.0,1.0,7.0,1.0,5.0
3117,1.0,1.0,7.0,3.0,8.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,1.0,7.0
3118,2.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,0.0,2.0,3.0,7.0,3.0,1.0
3119,2.0,1.0,4.0,3.0,1.0,5.0,2.0,4.0,1.0,1.0,5.0,7.0,1.0,8.0
3120,2.0,1.0,4.0,5.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,8.0
3121,2.0,1.0,3.0,5.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,7.0,1.0,6.0
3122,2.0,1.0,5.0,4.0,5.0,5.0,881.0,6.0,3.0,1.0,1.0,2.0,1.0,6.0
3123,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0
3124,1.0,5.0,2.0,4.0,1.0,3.0,1.0,2.0,0.0,2.0,3.0,5.0,1.0,6.0
3125,1.0,4.0,6.0,2.0,8.0,5.0,1.0,2.0,0.0,1.0,1.0,5.0,1.0,6.0
3126,1.0,5.0,3.0,4.0,7.0,5.0,1.0,4.0,0.0,1.0,1.0,7.0,1.0,7.0
3127,2.0,1.0,5.0,4.0,9.0,5.0,3.0,5.0,2.0,1.0,1.0,7.0,1.0,9.0
3128,2.0,1.0,5.0,4.0,1.0,4.0,2.0,2.0,0.0,2.0,1.0,7.0,1.0,8.0
3129,2.0,5.0,4.0,3.0,9.0,2.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,1.0
3130,2.0,4.0,5.0,4.0,1.0,5.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,5.0
3131,1.0,1.0,5.0,4.0,2.0,5.0,2.0,4.0,0.0,1.0,1.0,7.0,1.0,9.0
3132,1.0,2.0,2.0,2.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,7.0,1.0,2.0
3133,2.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,7.0,1.0,5.0
3134,2.0,1.0,7.0,4.0,5.0,5.0,3.0,3.0,0.0,1.0,1.0,7.0,1.0,6.0
3135,1.0,1.0,5.0,4.0,6.0,2.0,3.0,5.0,2.0,1.0,1.0,5.0,3.0,2.0
3136,2.0,5.0,3.0,4.0,1.0,5.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,4.0
3137,2.0,1.0,3.0,4.0,5.0,5.0,3.0,6.0,4.0,2.0,3.0,7.0,1.0,5.0
3138,1.0,5.0,3.0,5.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,5.0,1.0,5.0
3139,2.0,1.0,3.0,4.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,7.0,1.0,5.0
3140,1.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,8.0
3141,1.0,4.0,7.0,4.0,8.0,5.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0
3142,1.0,1.0,3.0,3.0,4.0,5.0,3.0,3.0,0.0,3.0,1.0,3.0,1.0,4.0
3143,2.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,5.0
3144,2.0,5.0,4.0,5.0,1.0,5.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,6.0
