,Parents, Has_nurs, Form, Children, Housing, Finance, Social, Health,Class
6376,2,4,1,3,3,2,2,3, spec_prior
6377,2,4,1,3,3,2,2,2, not_recom
6378,2,4,1,3,3,2,3,1, spec_prior
6379,2,4,1,3,3,2,3,3, spec_prior
6380,2,4,1,3,3,2,3,2, not_recom
6381,2,4,1,10,1,1,1,1, priority
6382,2,4,1,10,1,1,3291,3, spec_prior
6383,2,4,1,10,1,1,1,2, not_recom
6384,2,4,1,10,1,1,2,1, priority
6385,2,4,5,1,1,1,2,1, priority
6386,2,4,1,10,1,1,2,2, not_recom
6387,2,4,1,10,1,1,3,3, spec_prior
6388,2,4,1,10,1,2,1,1, spec_prior
6389,2,4,1,10,1,2,1,3, spec_prior
6390,2,4,1,10,1,2,1,2, not_recom
6391,2,4,1,10,1,2,2,1, spec_prior
6392,2,4,1,10,1,2,2,3, spec_prior
6393,2,4,1,10,1,2,2,2, not_recom
6394,2,4,1,10,1,2,3,1, spec_prior
6395,2,4,1,10,1,2,3,3, spec_prior
6396,2,4,1,10,1,2,3,2, not_recom
6397,2,4,1,10,2,1,1,1, spec_prior
6398,2,4,1,10,2,1,1,3, spec_prior
6399,2,4,1,10,2,1,1,2, not_recom
6400,2,4,1,10,2,1,2,1, spec_prior
6401,2,4,1,10,2,1,2,3, spec_prior
6402,3301,4,1,10,2,1,2,2, not_recom
6403,2,4,1,10,2,1,3,1, spec_prior
6404,2,4,1,10,2,1,3,3, spec_prior
6405,2,5,2,1,3,2,3,1, spec_prior
6406,2,4,1,10,2,2,1,1, spec_prior
6407,2,4,1,10,2,2,1,3, spec_prior
6408,2,4,1,10,2,2,1,2, not_recom
6409,2,4,1,10,2,2,2,1, spec_prior
6410,2,4,1,10,2,2,2,3, spec_prior
6411,2,4,1,10,2,2,2,2, not_recom
6412,2,4,1,10,2,2,3,3, spec_prior
6413,2,4,1,10,2,2,3,2, not_recom
6414,2,4,1,10,3,1,1,1, spec_prior
6415,2,4,1,10,3,1,1,3, spec_prior
6416,2,4,1,10,3,1,1,2, not_recom
6417,2,4,1,10,3,1,2,1, spec_prior
6418,2,4,1,10,3,1,2,3, spec_prior
6419,2,4,1,10,3,1,2,2, not_recom
6420,2,4,1,10,3,1,3,1, spec_prior
6421,2,4,1,10,3,1,3,3, spec_prior
6422,2,4,1,3311,3,1,3,2, not_recom
6423,2,4,1,10,3,2,1,1, spec_prior
6424,2,4,1,10,3,2,1,3, spec_prior
6425,3,1,3,1,2,1,1,2, not_recom
6426,2,4,1,10,3,2,2,1, spec_prior
6427,2,4,1,10,3,2,2,3, spec_prior
6428,2,4,1,10,3,2,2,2, not_recom
6429,2,4,1,10,3,2,3,1, spec_prior
6430,2,4,1,10,3,2,3,3, spec_prior
6431,2,4,1,10,3,2,3,2, not_recom
6432,2,4,5,1,1,1,1,1, priority
6433,2,4,5,1,1,1,1,3, spec_prior
6434,2,4,5,1,1,1,1,2, not_recom
6435,2,4,5,1,1,1,2,3, spec_prior
6436,2,4,5,1,1,1,2,2, not_recom
6437,2,4,5,1,1,1,3,1, spec_prior
6438,2,4,5,1,1,1,3,3, spec_prior
6439,2,4,5,1,1,1,3,2, not_recom
6440,2,4,5,1,1,2,1,3, spec_prior
6441,2,4,5,1,1,2,1,2, not_recom
6442,2,4,5,1,1,2,3321,1, priority
6443,2,4,5,1,1,2,2,3, spec_prior
6444,2,4,5,1,1,2,2,2, not_recom
6445,3,3,1,1,3,2,3,3, spec_prior
6446,2,4,5,1,1,2,3,3, spec_prior
6447,2,4,5,1,2,1,1,1, priority
6448,2,4,5,1,2,1,1,3, spec_prior
6449,2,4,5,1,2,1,1,2, not_recom
6450,2,4,5,1,2,1,2,1, priority
6451,2,4,5,1,2,1,2,3, spec_prior
6452,2,4,5,1,2,1,2,2, not_recom
6453,2,4,5,1,2,1,3,1, spec_prior
6454,2,4,5,1,2,1,3,3, spec_prior
6455,2,4,5,1,2,1,3,2, not_recom
6456,2,4,5,1,2,2,1,2, not_recom
6457,2,4,5,1,2,2,2,1, priority
6458,2,4,5,1,2,2,2,3, spec_prior
6459,2,4,5,1,2,2,2,2, not_recom
6460,2,4,5,1,2,2,3,1, spec_prior
6461,2,4,5,1,2,2,3,3, spec_prior
6462,3331,4,5,1,2,2,3,2, not_recom
6463,2,4,5,1,3,1,1,3, spec_prior
6464,2,4,5,1,3,1,1,2, not_recom
6465,3,4,2,2,2,1,3,3, spec_prior
6466,2,4,5,1,3,1,2,3, spec_prior
6467,2,4,5,1,3,1,2,2, not_recom
6468,2,4,5,1,3,1,3,1, spec_prior
6469,2,4,5,1,3,1,3,3, spec_prior
6470,2,4,5,1,3,1,3,2, not_recom
6471,2,4,5,1,3,2,1,1, spec_prior
6472,2,4,5,1,3,2,1,3, spec_prior
6473,2,4,5,1,3,2,1,2, not_recom
6474,2,4,5,1,3,2,2,1, spec_prior
6475,2,4,5,1,3,2,2,3, spec_prior
6476,2,4,5,1,3,2,2,2, not_recom
6477,2,4,5,1,3,2,3,1, spec_prior
6478,2,4,5,1,3,2,3,2, not_recom
6479,2,4,5,2,1,1,1,1, priority
6480,2,4,5,2,1,1,1,3, spec_prior
6481,2,4,5,2,1,1,2,1, priority
6482,2,4,5,3341,1,1,2,3, spec_prior
6483,2,4,5,2,1,1,2,2, not_recom
6484,2,4,5,2,1,1,3,1, spec_prior
6485,1,1,1,1,1,1,1,1, recommend
6486,2,4,5,2,1,1,3,2, not_recom
6487,2,4,5,2,1,2,1,1, priority
6488,2,4,5,2,1,2,1,3, spec_prior
6489,2,4,5,2,1,2,2,1, priority
6490,2,4,5,2,1,2,2,3, spec_prior
6491,2,4,5,2,1,2,2,2, not_recom
6492,2,4,5,2,1,2,3,1, spec_prior
6493,2,4,5,2,1,2,3,3, spec_prior
6494,2,4,5,2,2,1,1,1, priority
6495,2,4,5,2,2,1,1,3, spec_prior
6496,2,4,5,2,2,1,1,2, not_recom
6497,2,4,5,2,2,1,2,1, priority
6498,2,4,5,2,2,1,2,3, spec_prior
6499,2,4,5,2,2,1,2,2, not_recom
6500,2,4,5,2,2,1,3,1, spec_prior
6501,2,4,5,2,2,1,3,2, not_recom
6502,2,4,5,2,2,2,3351,1, priority
6503,2,4,5,2,2,2,1,3, spec_prior
6504,2,4,5,2,2,2,1,2, not_recom
6505,1,1,1,3,2,2,1,3, priority
6506,2,4,5,2,2,2,2,3, spec_prior
6507,2,4,5,2,2,2,2,2, not_recom
6508,2,4,5,2,2,2,3,1, spec_prior
6509,2,4,5,2,2,2,3,3, spec_prior
6510,2,4,5,2,2,2,3,2, not_recom
6511,2,4,5,2,3,1,1,1, spec_prior
6512,2,4,5,2,3,1,1,3, spec_prior
6513,2,4,5,2,3,1,1,2, not_recom
6514,2,4,5,2,3,1,2,1, spec_prior
6515,2,4,5,2,3,1,3,1, spec_prior
6516,2,4,5,2,3,1,3,2, not_recom
6517,2,4,5,2,3,2,1,1, spec_prior
6518,2,4,5,2,3,2,1,3, spec_prior
6519,2,4,5,2,3,2,1,2, not_recom
6520,2,4,5,2,3,2,2,1, spec_prior
6521,2,4,5,2,3,2,2,3, spec_prior
6522,3361,4,5,2,3,2,3,1, spec_prior
6523,2,4,5,2,3,2,3,3, spec_prior
6524,2,4,5,2,3,2,3,2, not_recom
6525,1,1,5,1,3,2,3,2, not_recom
6526,2,4,5,3,1,1,1,3, spec_prior
6527,2,4,5,3,1,1,1,2, not_recom
6528,2,4,5,3,1,1,2,1, priority
6529,2,4,5,3,1,1,2,3, spec_prior
6530,2,4,5,3,1,1,2,2, not_recom
6531,2,4,5,3,1,1,3,1, spec_prior
6532,2,4,5,3,1,1,3,3, spec_prior
6533,2,4,5,3,1,1,3,2, not_recom
6534,2,4,5,3,1,2,1,1, spec_prior
6535,2,4,5,3,1,2,1,3, spec_prior
6536,2,4,5,3,1,2,1,2, not_recom
6537,2,4,5,3,1,2,2,1, spec_prior
6538,2,4,5,3,1,2,2,3, spec_prior
6539,2,4,5,3,1,2,2,2, not_recom
6540,2,4,5,3,1,2,3,1, spec_prior
6541,2,4,5,3,1,2,3,3, spec_prior
6542,2,4,5,3371,1,2,3,2, not_recom
6543,2,4,5,3,2,1,1,1, spec_prior
6544,2,4,5,3,2,1,1,3, spec_prior
6545,1,1,5,10,2,1,1,3, priority
6546,2,4,5,3,2,1,2,1, spec_prior
6547,2,4,5,3,2,1,2,3, spec_prior
6548,2,4,5,3,2,1,3,1, spec_prior
6549,2,4,5,3,2,1,3,3, spec_prior
6550,2,4,5,3,2,1,3,2, not_recom
6551,2,4,5,3,2,2,1,1, spec_prior
6552,2,4,5,3,2,2,1,3, spec_prior
6553,2,4,5,3,2,2,1,2, not_recom
6554,2,4,5,3,2,2,2,1, spec_prior
6555,2,4,5,3,2,2,2,3, spec_prior
6556,2,4,5,3,2,2,2,2, not_recom
6557,2,4,5,3,2,2,3,1, spec_prior
6558,2,4,5,3,2,2,3,3, spec_prior
6559,2,4,5,3,2,2,3,2, not_recom
6560,2,4,5,3,3,1,1,3, spec_prior
6561,2,4,5,3,3,1,1,2, not_recom
6562,2,4,5,3,3,1,3381,1, spec_prior
6563,2,4,5,3,3,1,2,2, not_recom
6564,2,4,5,3,3,1,3,1, spec_prior
6565,1,1,2,2,3,2,1,1, priority
6566,2,4,5,3,3,1,3,2, not_recom
6567,2,4,5,3,3,2,1,1, spec_prior
6568,2,4,5,3,3,2,1,2, not_recom
6569,2,4,5,3,3,2,2,1, spec_prior
6570,2,4,5,3,3,2,2,3, spec_prior
6571,2,4,5,3,3,2,2,2, not_recom
6572,2,4,5,3,3,2,3,1, spec_prior
6573,2,4,5,3,3,2,3,3, spec_prior
6574,2,4,5,3,3,2,3,2, not_recom
6575,2,4,5,10,1,1,1,1, priority
6576,2,4,5,10,1,1,1,3, spec_prior
6577,2,4,5,10,1,1,1,2, not_recom
6578,2,4,5,10,1,1,2,1, priority
6579,2,4,5,10,1,1,2,3, spec_prior
6580,2,4,5,10,1,1,2,2, not_recom
6581,2,4,5,10,1,1,3,1, spec_prior
6582,3391,4,5,10,1,1,3,3, spec_prior
6583,2,4,5,10,1,2,1,1, spec_prior
6584,2,4,5,10,1,2,1,3, spec_prior
6585,1,1,3,1,1,2,3,1, priority
6586,2,4,5,10,1,2,2,1, spec_prior
6587,2,4,5,10,1,2,2,3, spec_prior
6588,2,4,5,10,1,2,2,2, not_recom
6589,2,4,5,10,1,2,3,1, spec_prior
6590,2,4,5,10,1,2,3,3, spec_prior
6591,2,4,5,10,1,2,3,2, not_recom
6592,2,4,5,10,2,1,1,1, spec_prior
6593,2,4,5,10,2,1,1,3, spec_prior
6594,2,4,5,10,2,1,1,2, not_recom
6595,2,4,5,10,2,1,2,1, spec_prior
6596,2,4,5,10,2,1,2,3, spec_prior
6597,2,4,5,10,2,1,2,2, not_recom
6598,2,4,5,10,2,1,3,1, spec_prior
6599,2,4,5,10,2,1,3,3, spec_prior
6600,2,4,5,10,2,1,3,2, not_recom
6601,2,4,5,10,2,2,1,1, spec_prior
6602,2,4,5,3401,2,2,1,3, spec_prior
6603,2,4,5,10,2,2,1,2, not_recom
6604,2,4,5,10,2,2,2,1, spec_prior
6605,1,1,3,3,3,1,3,3, priority
6606,2,4,5,10,2,2,2,2, not_recom
6607,2,4,5,10,2,2,3,1, spec_prior
6608,2,4,5,10,2,2,3,3, spec_prior
6609,2,4,5,10,3,1,1,1, spec_prior
6610,2,4,5,10,3,1,1,3, spec_prior
6611,2,4,5,10,3,1,1,2, not_recom
6612,2,4,5,10,3,1,2,3, spec_prior
6613,2,4,5,10,3,1,2,2, not_recom
6614,2,4,5,10,3,1,3,1, spec_prior
6615,2,4,5,10,3,1,3,3, spec_prior
6616,2,4,5,10,3,2,1,1, spec_prior
6617,2,4,5,10,3,2,1,3, spec_prior
6618,2,4,5,10,3,2,1,2, not_recom
6619,2,4,5,10,3,2,2,1, spec_prior
6620,2,4,5,10,3,2,2,3, spec_prior
6621,2,4,5,10,3,2,2,2, not_recom
6622,2,4,5,10,3,2,3411,1, spec_prior
6623,2,4,5,10,3,2,3,3, spec_prior
6624,2,4,5,10,3,2,3,2, not_recom
6625,1,2,1,2,1,2,2,1, very_recom
6626,2,4,2,1,1,1,1,3, spec_prior
6627,2,4,2,1,1,1,1,2, not_recom
6628,2,4,2,1,1,1,2,1, priority
6629,2,4,2,1,1,1,2,3, spec_prior
6630,2,4,2,1,1,1,2,2, not_recom
6631,2,4,2,1,1,1,3,1, spec_prior
6632,2,4,2,1,1,1,3,3, spec_prior
6633,2,4,2,1,1,1,3,2, not_recom
6634,2,4,2,1,1,2,1,1, priority
6635,2,4,2,1,1,2,1,3, spec_prior
6636,2,4,2,1,1,2,1,2, not_recom
6637,2,4,2,1,1,2,2,1, priority
6638,2,4,2,1,1,2,2,3, spec_prior
6639,2,4,2,1,1,2,2,2, not_recom
6640,2,4,2,1,1,2,3,1, spec_prior
6641,2,4,2,1,1,2,3,3, spec_prior
6642,3421,4,2,1,1,2,3,2, not_recom
6643,2,4,2,1,2,1,1,1, priority
6644,2,4,2,1,2,1,1,3, spec_prior
6645,1,2,1,10,3,1,1,3, priority
6646,2,4,2,1,2,1,2,3, spec_prior
6647,2,4,2,1,2,1,2,2, not_recom
6648,2,4,2,1,2,1,3,3, spec_prior
6649,2,4,2,1,2,1,3,2, not_recom
6650,2,4,2,1,2,2,1,1, priority
6651,2,4,2,1,2,2,1,3, spec_prior
6652,2,4,2,1,2,2,1,2, not_recom
6653,2,4,2,1,2,2,2,1, priority
6654,2,4,2,1,2,2,2,3, spec_prior
6655,2,4,2,1,2,2,2,2, not_recom
6656,2,4,2,1,2,2,3,1, spec_prior
6657,2,4,2,1,2,2,3,2, not_recom
6658,2,4,2,1,3,1,1,1, spec_prior
6659,2,4,2,1,3,1,1,2, not_recom
6660,2,4,2,1,3,1,2,1, spec_prior
6661,2,4,2,1,3,1,2,3, spec_prior
6662,2,4,2,3431,3,1,2,2, not_recom
6663,2,4,2,1,3,1,3,1, spec_prior
6664,2,4,2,1,3,1,3,3, spec_prior
6665,1,2,5,3,1,1,3,1, priority
6666,2,4,2,1,3,2,1,1, spec_prior
6667,2,4,2,1,3,2,1,3, spec_prior
6668,2,4,2,1,3,2,1,2, not_recom
6669,2,4,2,1,3,2,2,1, spec_prior
6670,2,4,2,1,3,2,2,2, not_recom
6671,2,4,2,1,3,2,3,1, spec_prior
6672,2,4,2,1,3,2,3,3, spec_prior
6673,2,4,2,1,3,2,3,2, not_recom
6674,2,4,2,2,1,1,1,3, spec_prior
6675,2,4,2,2,1,1,1,2, not_recom
6676,2,4,2,2,1,1,2,3, spec_prior
6677,2,4,2,2,1,1,2,2, not_recom
6678,2,4,2,2,1,1,3,1, spec_prior
6679,2,4,2,2,1,1,3,3, spec_prior
6680,2,4,2,2,1,1,3,2, not_recom
6681,2,4,2,2,1,2,1,1, spec_prior
6682,2,4,2,2,1,2,3441,3, spec_prior
6683,2,4,2,2,1,2,1,2, not_recom
6684,2,4,2,2,1,2,2,1, spec_prior
6685,1,2,2,1,2,2,2,2, not_recom
6686,2,4,2,2,1,2,3,1, spec_prior
6687,2,4,2,2,1,2,3,3, spec_prior
6688,2,4,2,2,1,2,3,2, not_recom
6689,2,4,2,2,2,1,1,1, spec_prior
6690,2,4,2,2,2,1,1,3, spec_prior
6691,2,4,2,2,2,1,2,1, spec_prior
6692,2,4,2,2,2,1,2,3, spec_prior
6693,2,4,2,2,2,1,2,2, not_recom
6694,2,4,2,2,2,1,3,1, spec_prior
6695,2,4,2,2,2,1,3,3, spec_prior
6696,2,4,2,2,2,1,3,2, not_recom
6697,2,4,2,2,2,2,1,1, spec_prior
6698,2,4,2,2,2,2,1,3, spec_prior
6699,2,4,2,2,2,2,2,1, spec_prior
6700,2,4,2,2,2,2,2,3, spec_prior
6701,2,4,2,2,2,2,2,2, not_recom
6702,3451,4,2,2,2,2,3,1, spec_prior
6703,2,4,2,2,2,2,3,3, spec_prior
6704,2,4,2,2,2,2,3,2, not_recom
6705,1,2,2,10,1,1,3,1, priority
6706,2,4,2,2,3,1,1,2, not_recom
6707,2,4,2,2,3,1,2,1, spec_prior
6708,2,4,2,2,3,1,2,2, not_recom
6709,2,4,2,2,3,1,3,1, spec_prior
6710,2,4,2,2,3,1,3,3, spec_prior
6711,2,4,2,2,3,1,3,2, not_recom
6712,2,4,2,2,3,2,1,1, spec_prior
6713,2,4,2,2,3,2,1,3, spec_prior
6714,2,4,2,2,3,2,1,2, not_recom
6715,2,4,2,2,3,2,2,1, spec_prior
6716,2,4,2,2,3,2,2,2, not_recom
6717,2,4,2,2,3,2,3,3, spec_prior
6718,2,4,2,2,3,2,3,2, not_recom
6719,2,4,2,3,1,1,1,1, priority
6720,2,4,2,3,1,1,1,3, spec_prior
6721,2,4,2,3,1,1,1,2, not_recom
6722,2,4,2,3461,1,1,2,1, priority
6723,2,4,2,3,1,1,2,3, spec_prior
6724,2,4,2,3,1,1,2,2, not_recom
6725,1,2,3,2,2,2,3,1, priority
6726,2,4,2,3,1,1,3,3, spec_prior
6727,2,4,2,3,1,1,3,2, not_recom
6728,2,4,2,3,1,2,1,1, spec_prior
6729,2,4,2,3,1,2,1,3, spec_prior
6730,2,4,2,3,1,2,1,2, not_recom
6731,2,4,2,3,1,2,2,1, spec_prior
6732,2,4,2,3,1,2,2,3, spec_prior
6733,2,4,2,3,1,2,2,2, not_recom
6734,2,4,2,3,1,2,3,1, spec_prior
6735,2,4,2,3,1,2,3,3, spec_prior
6736,2,4,2,3,1,2,3,2, not_recom
6737,2,4,2,3,2,1,1,1, spec_prior
6738,2,4,2,3,2,1,1,3, spec_prior
6739,2,4,2,3,2,1,1,2, not_recom
6740,2,4,2,3,2,1,2,1, spec_prior
6741,2,4,2,3,2,1,2,3, spec_prior
6742,2,4,2,3,2,1,3471,2, not_recom
6743,2,4,2,3,2,1,3,1, spec_prior
6744,2,4,2,3,2,1,3,3, spec_prior
6745,1,3,1,1,1,1,2,2, not_recom
6746,2,4,2,3,2,2,1,1, spec_prior
6747,2,4,2,3,2,2,1,2, not_recom
6748,2,4,2,3,2,2,2,1, spec_prior
6749,2,4,2,3,2,2,2,2, not_recom
6750,2,4,2,3,2,2,3,1, spec_prior
6751,2,4,2,3,2,2,3,3, spec_prior
6752,2,4,2,3,2,2,3,2, not_recom
6753,2,4,2,3,3,1,1,1, spec_prior
6754,2,4,2,3,3,1,1,3, spec_prior
6755,2,4,2,3,3,1,1,2, not_recom
6756,2,4,2,3,3,1,2,1, spec_prior
6757,2,4,2,3,3,1,2,3, spec_prior
6758,2,4,2,3,3,1,2,2, not_recom
6759,2,4,2,3,3,1,3,1, spec_prior
6760,2,4,2,3,3,1,3,3, spec_prior
6761,2,4,2,3,3,1,3,2, not_recom
6762,3481,4,2,3,3,2,1,1, spec_prior
6763,2,4,2,3,3,2,1,3, spec_prior
6764,2,4,2,3,3,2,1,2, not_recom
6765,1,3,1,3,2,2,1,2, not_recom
6766,2,4,2,3,3,2,2,3, spec_prior
6767,2,4,2,3,3,2,2,2, not_recom
6768,2,4,2,3,3,2,3,1, spec_prior
6769,2,4,2,3,3,2,3,3, spec_prior
6770,2,4,2,3,3,2,3,2, not_recom
6771,2,4,2,10,1,1,1,1, priority
6772,2,4,2,10,1,1,1,3, spec_prior
6773,2,4,2,10,1,1,1,2, not_recom
6774,2,4,2,10,1,1,2,1, priority
6775,2,4,2,10,1,1,2,3, spec_prior
6776,2,4,2,10,1,1,2,2, not_recom
6777,2,4,2,10,1,1,3,1, spec_prior
6778,2,4,2,10,1,1,3,2, not_recom
6779,2,4,2,10,1,2,1,1, spec_prior
6780,2,4,2,10,1,2,1,3, spec_prior
6781,2,4,2,10,1,2,1,2, not_recom
6782,2,4,2,3491,1,2,2,1, spec_prior
6783,2,4,2,10,1,2,2,3, spec_prior
6784,2,4,2,10,1,2,2,2, not_recom
6785,1,3,5,2,1,1,2,3, priority
6786,2,4,2,10,1,2,3,3, spec_prior
6787,2,4,2,10,1,2,3,2, not_recom
6788,2,4,2,10,2,1,1,1, spec_prior
6789,2,4,2,10,2,1,1,3, spec_prior
6790,2,4,2,10,2,1,1,2, not_recom
6791,2,4,2,10,2,1,2,3, spec_prior
6792,2,4,2,10,2,1,2,2, not_recom
6793,2,4,2,10,2,1,3,1, spec_prior
6794,2,4,2,10,2,1,3,3, spec_prior
6795,2,4,2,10,2,1,3,2, not_recom
6796,2,4,2,10,2,2,1,1, spec_prior
6797,2,4,2,10,2,2,1,3, spec_prior
6798,2,4,2,10,2,2,1,2, not_recom
6799,2,4,2,10,2,2,2,1, spec_prior
6800,2,4,2,10,2,2,2,3, spec_prior
6801,2,4,2,10,2,2,2,2, not_recom
6802,2,4,2,10,2,2,3501,1, spec_prior
6803,2,4,2,10,2,2,3,3, spec_prior
6804,2,4,2,10,2,2,3,2, not_recom
6805,1,3,5,10,2,2,1,3, priority
6806,2,4,2,10,3,1,1,2, not_recom
6807,2,4,2,10,3,1,2,1, spec_prior
6808,2,4,2,10,3,1,2,3, spec_prior
6809,2,4,2,10,3,1,2,2, not_recom
6810,2,4,2,10,3,1,3,1, spec_prior
6811,2,4,2,10,3,1,3,2, not_recom
6812,2,4,2,10,3,2,1,1, spec_prior
6813,2,4,2,10,3,2,1,3, spec_prior
6814,2,4,2,10,3,2,1,2, not_recom
6815,2,4,2,10,3,2,2,1, spec_prior
6816,2,4,2,10,3,2,2,3, spec_prior
6817,2,4,2,10,3,2,3,1, spec_prior
6818,2,4,3,1,1,1,1,1, priority
6819,2,4,3,1,1,1,1,3, spec_prior
6820,2,4,3,1,1,1,1,2, not_recom
6821,2,4,3,1,1,1,2,1, priority
6822,3511,4,3,1,1,1,2,3, spec_prior
6823,2,4,3,1,1,1,2,2, not_recom
6824,2,4,3,1,1,1,3,1, spec_prior
6825,1,3,2,2,3,2,3,2, not_recom
6826,2,4,3,1,1,1,3,2, not_recom
6827,2,4,3,1,1,2,1,1, spec_prior
6828,2,4,3,1,1,2,1,3, spec_prior
6829,2,4,3,1,1,2,1,2, not_recom
6830,2,4,3,1,1,2,2,1, spec_prior
6831,2,4,3,1,1,2,2,3, spec_prior
6832,2,4,3,1,1,2,2,2, not_recom
6833,2,4,3,1,1,2,3,1, spec_prior
6834,2,4,3,1,1,2,3,3, spec_prior
6835,2,4,3,1,1,2,3,2, not_recom
6836,2,4,3,1,2,1,1,1, spec_prior
6837,2,4,3,1,2,1,1,3, spec_prior
6838,2,4,3,1,2,1,1,2, not_recom
6839,2,4,3,1,2,1,2,1, spec_prior
6840,2,4,3,1,2,1,2,3, spec_prior
6841,2,4,3,1,2,1,2,2, not_recom
6842,2,4,3,3521,2,1,3,1, spec_prior
6843,2,4,3,1,2,1,3,3, spec_prior
6844,2,4,3,1,2,1,3,2, not_recom
6845,1,3,3,1,2,2,2,1, priority
6846,2,4,3,1,2,2,1,3, spec_prior
6847,2,4,3,1,2,2,1,2, not_recom
6848,2,4,3,1,2,2,2,1, spec_prior
6849,2,4,3,1,2,2,2,3, spec_prior
6850,2,4,3,1,2,2,2,2, not_recom
6851,2,4,3,1,2,2,3,1, spec_prior
6852,2,4,3,1,2,2,3,3, spec_prior
6853,2,4,3,1,2,2,3,2, not_recom
6854,2,4,3,1,3,1,1,3, spec_prior
6855,2,4,3,1,3,1,1,2, not_recom
6856,2,4,3,1,3,1,2,1, spec_prior
6857,2,4,3,1,3,1,2,3, spec_prior
6858,2,4,3,1,3,1,3,1, spec_prior
6859,2,4,3,1,3,1,3,3, spec_prior
6860,2,4,3,1,3,1,3,2, not_recom
6861,2,4,3,1,3,2,1,1, spec_prior
6862,2,4,3,1,3,2,3531,3, spec_prior
6863,2,4,3,1,3,2,1,2, not_recom
6864,2,4,3,1,3,2,2,1, spec_prior
6865,1,3,3,3,3,2,2,2, not_recom
6866,2,4,3,1,3,2,2,2, not_recom
6867,2,4,3,1,3,2,3,1, spec_prior
6868,2,4,3,1,3,2,3,3, spec_prior
6869,2,4,3,1,3,2,3,2, not_recom
6870,2,4,3,2,1,1,1,1, priority
6871,2,4,3,2,1,1,1,3, spec_prior
6872,2,4,3,2,1,1,1,2, not_recom
6873,2,4,3,2,1,1,2,1, priority
6874,2,4,3,2,1,1,2,3, spec_prior
6875,2,4,3,2,1,1,2,2, not_recom
6876,2,4,3,2,1,1,3,3, spec_prior
6877,2,4,3,2,1,1,3,2, not_recom
6878,2,4,3,2,1,2,1,3, spec_prior
6879,2,4,3,2,1,2,1,2, not_recom
6880,2,4,3,2,1,2,2,1, spec_prior
6881,2,4,3,2,1,2,2,3, spec_prior
6882,3541,4,3,2,1,2,3,1, spec_prior
6883,2,4,3,2,1,2,3,3, spec_prior
6884,2,4,3,2,1,2,3,2, not_recom
6885,1,4,1,2,1,2,3,3, priority
6886,2,4,3,2,2,1,1,3, spec_prior
6887,2,4,3,2,2,1,1,2, not_recom
6888,2,4,3,2,2,1,2,1, spec_prior
6889,2,4,3,2,2,1,2,3, spec_prior
6890,2,4,3,2,2,1,2,2, not_recom
6891,2,4,3,2,2,1,3,1, spec_prior
6892,2,4,3,2,2,1,3,3, spec_prior
6893,2,4,3,2,2,1,3,2, not_recom
6894,2,4,3,2,2,2,1,1, spec_prior
6895,2,4,3,2,2,2,1,3, spec_prior
6896,2,4,3,2,2,2,1,2, not_recom
6897,2,4,3,2,2,2,2,1, spec_prior
6898,2,4,3,2,2,2,2,3, spec_prior
6899,2,4,3,2,2,2,2,2, not_recom
6900,2,4,3,2,2,2,3,1, spec_prior
6901,2,4,3,2,2,2,3,3, spec_prior
6902,2,4,3,3551,3,1,1,1, spec_prior
6903,2,4,3,2,3,1,1,2, not_recom
6904,2,4,3,2,3,1,2,1, spec_prior
6905,1,4,1,10,3,1,2,2, not_recom
6906,2,4,3,2,3,1,2,2, not_recom
6907,2,4,3,2,3,1,3,3, spec_prior
6908,2,4,3,2,3,1,3,2, not_recom
6909,2,4,3,2,3,2,1,1, spec_prior
6910,2,4,3,2,3,2,1,3, spec_prior
6911,2,4,3,2,3,2,2,1, spec_prior
6912,2,4,3,2,3,2,2,3, spec_prior
6913,2,4,3,2,3,2,2,2, not_recom
6914,2,4,3,2,3,2,3,1, spec_prior
6915,2,4,3,2,3,2,3,3, spec_prior
6916,2,4,3,2,3,2,3,2, not_recom
6917,2,4,3,3,1,1,1,1, priority
6918,2,4,3,3,1,1,1,3, spec_prior
6919,2,4,3,3,1,1,2,1, priority
6920,2,4,3,3,1,1,2,2, not_recom
6921,2,4,3,3,1,1,3,1, spec_prior
6922,2,4,3,3,1,1,3561,3, spec_prior
6923,2,4,3,3,1,1,3,2, not_recom
6924,2,4,3,3,1,2,1,1, spec_prior
6925,1,4,5,3,1,2,3,3, spec_prior
6926,2,4,3,3,1,2,2,1, spec_prior
6927,2,4,3,3,1,2,2,3, spec_prior
6928,2,4,3,3,1,2,2,2, not_recom
6929,2,4,3,3,1,2,3,1, spec_prior
6930,2,4,3,3,1,2,3,3, spec_prior
6931,2,4,3,3,1,2,3,2, not_recom
6932,2,4,3,3,2,1,1,1, spec_prior
6933,2,4,3,3,2,1,1,3, spec_prior
6934,2,4,3,3,2,1,1,2, not_recom
6935,2,4,3,3,2,1,2,1, spec_prior
6936,2,4,3,3,2,1,2,3, spec_prior
6937,2,4,3,3,2,1,2,2, not_recom
6938,2,4,3,3,2,1,3,1, spec_prior
6939,2,4,3,3,2,1,3,2, not_recom
6940,2,4,3,3,2,2,1,1, spec_prior
6941,2,4,3,3,2,2,1,3, spec_prior
6942,3571,4,3,3,2,2,2,1, spec_prior
6943,2,4,3,3,2,2,2,3, spec_prior
6944,2,4,3,3,2,2,2,2, not_recom
6945,1,4,2,1,3,1,3,1, spec_prior
