,Cap-shape, Cap-surface, Cap-color, Bruises, Odor, Gill-attachment, Gill-spacing, Gill-size, Gill-color, Stalk-shape, Stalk-root, Stalk-surface-above-ring, Stalk-surface-below-ring, Stalk-color-above-ring, Stalk-color-below-ring, Veil-type, Veil-color, Ring-number, Ring-type, Spore-print-color, Population, Habitat,Class
2828,0,1,3,1,3,0,0,1,10,1,2.0,2,2,1,2,1,0,2,0,1,4,3,e
2829,0,1,0,1,3,0,0,1,10,1,2.0,2,2,0,2,1,0,2,0,1,4,3,e
2830,0,1,4,1,3,0,0,1,2,1,2.0,2,2,0,2,1,0,2,0,0,3,3,e
2831,0,2,4,1,3,0,0,1,4,1,2.0,2,2,2,2,1,0,2,0,0,4,3,e
2832,0,2,0,1,3,0,0,1,4,1,2.0,2,2,0,0,1,0,2,0,1,3,3,e
2833,3,2,0,1,3,0,0,1,1,1,2.0,2,2,2,2,1,0,2,0,0,4,3,e
2834,0,1,3,1,3,0,0,1,1,1,2.0,2,2,0,0,1,0,2,0,0,3,3,e
2835,0,2,4,1,3,0,0,1,2,1,2.0,2,2,2,2,1,0,2,0,1,4,3,e
2836,3,2,0,1,3,0,0,1,2,1,2.0,2,2,0,2,1,0,2,0,1,3,3,e
2837,3,2,0,1,3,0,0,1,1,1,2.0,2,2,2,2,1,0,2,0,1,4,3,e
2838,0,-7,-3,3,1,2,3,1,-5,-7,0.0,-4,4,-1,2,0,0,-3,0,1,3,-1,e
2839,0,2,3,1,3,0,0,1,4,1,2.0,2,2,2,1,1,0,2,0,0,4,3,e
2840,0,2,3,1,3,0,0,1,4,1,2.0,2,2,1,1,1,0,2,0,0,3,3,e
2841,0,2,5,0,5,0,1,0,4,0,2.0,2,2,0,0,1,0,2,0,0,3,3,p
2842,0,1,0,1,3,0,0,1,10,1,2.0,2,2,1,1,1,0,2,0,1,4,3,e
2843,0,2,4,1,3,0,0,1,10,1,2.0,2,2,0,2,1,0,2,0,1,3,3,e
2844,3,0,0,0,3,0,1,1,10,1,0.0,0,0,0,0,1,0,2,1,1,0,1,e
2845,0,1,3,1,3,0,0,1,10,1,2.0,2,2,2,1,1,0,2,0,0,4,3,e
2846,0,1,3,1,3,0,0,1,4,1,2.0,2,2,2,2,1,0,2,0,0,4,3,e
2847,0,2,0,1,3,0,0,1,4,1,2.0,2,2,2,0,1,0,2,0,0,4,3,e
2848,3,2,3,1,3,0,0,1,1,1,2.0,2,2,2,0,1,0,2,0,1,4,3,e
2849,1,1,-5,-1,4,-2,-6,1,-1,3,-7.0,1,2,-3,4,1,2,-2,0,-7,2,-5,e
2850,0,1,0,1,3,0,0,1,2,1,2.0,2,2,1,2,1,0,2,0,0,4,3,e
2851,0,2,4,1,3,0,0,1,2,1,2.0,2,2,1,2,1,0,2,0,1,4,3,e
2852,0,2,0,1,3,0,0,1,4,1,2.0,2,2,2,2,1,0,2,0,1,3,3,e
2853,3,2,3,1,3,0,0,1,1,1,2.0,2,2,1,2,1,0,2,0,1,3,3,e
2854,3,2,0,1,3,0,0,1,2,1,2.0,2,2,1,1,1,0,2,0,1,4,3,e
2855,0,1,3,1,3,0,0,1,2,1,2.0,2,2,1,1,1,0,2,0,1,3,3,e
2856,0,1,4,1,3,0,0,1,4,1,2.0,2,2,0,0,1,0,2,0,1,4,3,e
2857,0,1,3,1,3,0,0,1,10,1,2.0,2,2,2,0,1,0,2,0,0,3,3,e
2858,3,2,3,1,3,0,0,1,10,1,2.0,2,2,1,0,1,0,2,0,0,4,3,e
2859,0,2,4,1,3,0,0,1,4,1,2.0,2,2,2,0,1,0,2,0,1,4,3,e
2860,-4,0,-1,-5,4,-2,-3,0,2,-2,0.0,-2,0,-5,-5,-1,4,0,-1,-3,-1,1,p
2861,3,1,0,1,3,0,0,1,2,1,2.0,2,2,2,2,1,0,2,0,0,3,3,e
2862,0,1,4,1,3,0,0,1,2,1,2.0,2,2,1,1,1,0,2,0,0,3,3,e
2863,0,1,3,1,3,0,0,1,4,1,2.0,2,2,1,0,1,0,2,0,0,4,3,e
2864,0,1,3,1,3,0,0,1,1,1,2.0,2,2,1,1,1,0,2,0,0,3,3,e
2865,0,2,3,1,3,0,0,1,1,1,2.0,2,2,1,1,1,0,2,0,0,4,3,e
2866,0,2,4,1,3,0,0,1,1,1,2.0,2,2,1,2,1,0,2,0,1,4,3,e
2867,0,1,0,1,3,0,0,1,4,1,2.0,2,2,2,2,1,0,2,0,1,4,3,e
2868,0,1,3,1,3,0,0,1,10,1,2.0,2,2,2,1,1,0,2,0,1,4,3,e
2869,0,1,4,1,3,0,0,1,4,1,2.0,2,2,1,0,1,0,2,0,0,3,3,e
2870,0,1,0,1,3,0,0,1,10,1,2.0,2,2,0,0,1,0,2,0,0,3,3,e
2871,-2,3,-2,-1,0,-1,2,1,-4,-7,0.0,0,-1,-3,4,2,-2,-7,3,-5,1,0,e
2872,0,1,0,1,3,0,0,1,4,1,2.0,2,2,2,0,1,0,2,0,1,4,3,e
2873,0,2,4,1,3,0,0,1,10,1,2.0,2,2,2,0,1,0,2,0,0,4,3,e
2874,0,2,4,1,3,0,0,1,10,1,2.0,2,2,0,2,1,0,2,0,1,4,3,e
2875,0,1,3,1,3,0,0,1,2,1,2.0,2,2,0,2,1,0,2,0,1,4,3,e
2876,3,2,3,1,3,0,0,1,1,1,2.0,2,2,1,0,1,0,2,0,0,4,3,e
2877,3,2,4,1,3,0,0,1,2,1,2.0,2,2,0,2,1,0,2,0,1,4,3,e
2878,3,2,3,1,3,0,0,1,10,1,2.0,2,2,1,1,1,0,2,0,1,4,3,e
2879,0,1,4,1,3,0,0,1,10,1,2.0,2,2,1,0,1,0,2,0,1,4,3,e
2880,0,1,4,1,3,0,0,1,10,1,2.0,2,2,1,0,1,0,2,0,1,3,3,e
2881,0,0,2,0,3,0,1,1,0,1,0.0,2,0,0,0,1,0,2,1,0,0,1,e
2882,2,2,-1,-2,-1,-3,-1,2,-5,2,4.0,-2,0,0,3,-5,1,-3,-3,4,-1,-2,e
2883,0,1,4,1,3,0,0,1,1,1,2.0,2,2,0,0,1,0,2,0,1,4,3,e
2884,3,2,4,1,3,0,0,1,4,1,2.0,2,2,2,2,1,0,2,0,0,3,3,e
2885,0,2,3,1,3,0,0,1,1,1,2.0,2,2,0,2,1,0,2,0,0,4,3,e
2886,3,2,0,1,3,0,0,1,1,1,2.0,2,2,2,1,1,0,2,0,0,3,3,e
2887,0,0,3,0,5,0,0,0,1,0,2.0,2,2,0,0,1,0,2,0,0,3,3,p
2888,3,1,4,1,3,0,0,1,2,1,2.0,2,2,2,2,1,0,2,0,0,3,3,e
2889,0,1,3,1,3,0,0,1,2,1,2.0,2,2,0,1,1,0,2,0,0,3,3,e
2890,0,2,0,0,3,0,1,1,0,1,0.0,2,2,0,0,1,0,2,1,0,2,1,e
2891,0,1,4,1,3,0,0,1,4,1,2.0,2,2,0,1,1,0,2,0,0,4,3,e
2892,0,2,2,0,5,0,1,0,4,0,2.0,2,2,0,0,1,0,2,0,1,3,3,p
2893,-3,-4,-2,-4,2,-1,2,2,-4,2,-3.0,0,4,3,3,1,0,0,5,1,-1,-1,e
2894,3,2,3,1,3,0,0,1,10,1,2.0,2,2,2,2,1,0,2,0,0,3,3,e
2895,3,2,0,1,3,0,0,1,4,1,2.0,2,2,0,1,1,0,2,0,0,3,3,e
2896,0,1,0,1,3,0,0,1,10,1,2.0,2,2,2,2,1,0,2,0,0,3,3,e
2897,3,2,0,1,3,0,0,1,4,1,2.0,2,2,1,1,1,0,2,0,0,3,3,e
2898,0,2,3,1,3,0,0,1,1,1,2.0,2,2,0,0,1,0,2,0,1,4,3,e
2899,3,1,0,1,3,0,0,1,1,1,2.0,2,2,1,2,1,0,2,0,0,3,3,e
2900,0,1,3,1,3,0,0,1,2,1,2.0,2,2,1,0,1,0,2,0,1,4,3,e
2901,3,1,0,1,3,0,0,1,10,1,2.0,2,2,1,2,1,0,2,0,1,4,3,e
2902,0,2,3,1,3,0,0,1,1,1,2.0,2,2,2,0,1,0,2,0,1,3,3,e
2903,0,2,3,0,4,0,0,1,3,0,2.0,1,1,3,2,1,0,2,2,3,4,4,p
2904,5,1,-4,1,0,-1,-4,-1,1,2,-2.0,3,3,0,3,-6,-4,-3,1,4,-5,4,e
2905,0,1,3,1,3,0,0,1,2,1,2.0,2,2,0,0,1,0,2,0,0,3,3,e
2906,0,2,3,1,3,0,0,1,1,1,2.0,2,2,2,1,1,0,2,0,0,4,3,e
2907,0,2,4,1,3,0,0,1,10,1,2.0,2,2,2,2,1,0,2,0,0,4,3,e
2908,0,2,3,1,3,0,0,1,10,1,2.0,2,2,0,0,1,0,2,0,0,4,3,e
2909,0,2,3,1,3,0,0,1,10,1,2.0,2,2,0,2,1,0,2,0,1,4,3,e
2910,3,2,3,1,3,0,0,1,1,1,2.0,2,2,1,0,1,0,2,0,1,4,3,e
2911,0,1,4,1,3,0,0,1,1,1,2.0,2,2,1,1,1,0,2,0,1,4,3,e
2912,0,2,3,1,3,0,0,1,10,1,2.0,2,2,1,0,1,0,2,0,1,3,3,e
2913,0,1,4,1,3,0,0,1,4,1,2.0,2,2,2,2,1,0,2,0,0,3,3,e
2914,0,2,0,1,3,0,0,1,2,1,2.0,2,2,2,1,1,0,2,0,0,4,3,e
2915,-1,2,-3,1,0,4,-6,0,2,3,-2.0,0,0,-7,0,-1,0,4,2,0,-3,3,e
2916,0,1,4,1,3,0,0,1,1,1,2.0,2,2,0,2,1,0,2,0,1,4,3,e
2917,3,2,0,1,3,0,0,1,10,1,2.0,2,2,2,2,1,0,2,0,0,4,3,e
2918,0,2,4,1,3,0,0,1,2,1,2.0,2,2,0,0,1,0,2,0,0,4,3,e
2919,3,1,0,1,3,0,0,1,4,1,2.0,2,2,0,1,1,0,2,0,1,3,3,e
2920,0,1,0,1,3,0,0,1,2,1,2.0,2,2,1,1,1,0,2,0,0,4,3,e
2921,0,1,3,1,3,0,0,1,4,1,2.0,2,2,1,2,1,0,2,0,1,3,3,e
2922,3,2,4,1,3,0,0,1,4,1,2.0,2,2,2,0,1,0,2,0,0,4,3,e
2923,0,2,3,1,3,0,0,1,4,1,2.0,2,2,1,2,1,0,2,0,0,4,3,e
2924,0,1,3,1,3,0,0,1,1,1,2.0,2,2,2,0,1,0,2,0,0,4,3,e
2925,0,1,3,1,3,0,0,1,2,1,2.0,2,2,0,0,1,0,2,0,1,4,3,e
2926,-2,-1,-2,1,4,2,-1,3,-2,0,1.0,-5,-2,1,3,2,-1,-1,-4,-1,-3,2,p
2927,0,2,3,1,3,0,0,1,10,1,2.0,2,2,0,1,1,0,2,0,0,3,3,e
2928,0,2,3,1,3,0,0,1,1,1,2.0,2,2,1,2,1,0,2,0,1,4,3,e
2929,0,2,0,1,3,0,0,1,10,1,2.0,2,2,0,0,1,0,2,0,1,3,3,e
2930,0,2,3,1,3,0,0,1,2,1,2.0,2,2,1,0,1,0,2,0,1,3,3,e
2931,3,2,0,1,3,0,0,1,1,1,2.0,2,2,0,0,1,0,2,0,0,4,3,e
2932,0,1,0,1,3,0,0,1,10,1,2.0,2,2,1,1,1,0,2,0,0,4,3,e
2933,0,2,4,1,3,0,0,1,10,1,2.0,2,2,2,0,1,0,2,0,0,3,3,e
2934,0,1,0,1,3,0,0,1,2,1,2.0,2,2,1,1,1,0,2,0,0,3,3,e
2935,3,1,3,1,3,0,0,1,2,1,2.0,2,2,0,0,1,0,2,0,0,3,3,e
2936,3,2,3,1,3,0,0,1,1,1,2.0,2,2,1,0,1,0,2,0,1,3,3,e
2937,4,0,3,-5,2,0,0,-2,3,0,4.0,1,-3,-1,-1,5,5,-2,-6,0,-2,-2,p
2938,0,2,0,1,3,0,0,1,4,1,2.0,2,2,2,0,1,0,2,0,1,4,3,e
2939,0,1,0,1,3,0,0,1,4,1,2.0,2,2,1,1,1,0,2,0,0,4,3,e
2940,0,2,4,1,3,0,0,1,1,1,2.0,2,2,1,1,1,0,2,0,1,3,3,e
2941,0,2,0,1,3,0,0,1,4,1,2.0,2,2,2,1,1,0,2,0,1,3,3,e
2942,3,2,0,1,3,0,0,1,10,1,2.0,2,2,0,2,1,0,2,0,1,4,3,e
2943,0,1,3,1,3,0,0,1,2,1,2.0,2,2,0,1,1,0,2,0,1,3,3,e
2944,0,1,0,1,3,0,0,1,4,1,2.0,2,2,0,1,1,0,2,0,0,3,3,e
2945,0,1,4,1,3,0,0,1,10,1,2.0,2,2,0,0,1,0,2,0,1,4,3,e
2946,3,2,3,1,3,0,0,1,10,1,2.0,2,2,0,1,1,0,2,0,0,4,3,e
2947,0,2,3,1,3,0,0,1,2,1,2.0,2,2,2,2,1,0,2,0,0,3,3,e
2948,-4,0,4,-1,2,0,0,-5,0,-1,1.0,-7,-1,-2,3,4,1,-2,4,3,1,2,e
2949,0,1,4,1,3,0,0,1,4,1,2.0,2,2,0,0,1,0,2,0,1,3,3,e
2950,0,2,3,1,3,0,0,1,10,1,2.0,2,2,2,2,1,0,2,0,0,4,3,e
2951,0,1,0,1,3,0,0,1,10,1,2.0,2,2,2,1,1,0,2,0,1,3,3,e
2952,0,2,4,1,3,0,0,1,4,1,2.0,2,2,2,0,1,0,2,0,0,4,3,e
2953,3,2,0,1,3,0,0,1,1,1,2.0,2,2,1,2,1,0,2,0,1,4,3,e
2954,0,2,4,1,3,0,0,1,10,1,2.0,2,2,0,1,1,0,2,0,1,4,3,e
2955,3,2,0,1,3,0,0,1,1,1,2.0,2,2,0,2,1,0,2,0,1,3,3,e
2956,0,1,4,1,3,0,0,1,1,1,2.0,2,2,2,1,1,0,2,0,0,4,3,e
2957,0,2,0,1,3,0,0,1,1,1,2.0,2,2,1,0,1,0,2,0,0,4,3,e
2958,0,2,4,1,3,0,0,1,2,1,2.0,2,2,0,2,1,0,2,0,1,4,3,e
2959,-2,-4,-3,-6,2,2,-1,4,-4,1,2.0,2,-3,5,-1,2,-2,-2,2,-1,0,0,e
2960,0,2,0,1,3,0,0,1,4,1,2.0,2,2,1,0,1,0,2,0,0,3,3,e
2961,0,1,0,1,3,0,0,1,1,1,2.0,2,2,1,0,1,0,2,0,1,4,3,e
2962,0,1,4,1,3,0,0,1,2,1,2.0,2,2,0,0,1,0,2,0,1,4,3,e
2963,3,2,0,1,3,0,0,1,4,1,2.0,2,2,2,1,1,0,2,0,1,4,3,e
2964,0,1,0,1,3,0,0,1,4,1,2.0,2,2,2,0,1,0,2,0,0,4,3,e
2965,0,1,4,1,3,0,0,1,4,1,2.0,2,2,0,1,1,0,2,0,1,3,3,e
2966,3,2,3,0,3,0,1,1,1,1,0.0,0,2,0,0,1,0,2,1,1,0,1,e
2967,0,1,4,1,3,0,0,1,2,1,2.0,2,2,0,1,1,0,2,0,0,3,3,e
2968,0,1,4,1,3,0,0,1,10,1,2.0,2,2,1,1,1,0,2,0,1,4,3,e
2969,3,2,0,1,3,0,0,1,4,1,2.0,2,2,1,2,1,0,2,0,1,4,3,e
2970,0,-2,4,-1,-3,3,-7,-1,-1,-1,4.0,-2,0,3,-3,4,-5,3,0,5,3,-1,e
2971,0,2,3,1,3,0,0,1,4,1,2.0,2,2,2,2,1,0,2,0,0,3,3,e
2972,0,1,3,1,3,0,0,1,2,1,2.0,2,2,0,2,1,0,2,0,0,3,3,e
2973,0,2,0,1,3,0,0,1,4,1,2.0,2,2,0,2,1,0,2,0,1,4,3,e
2974,3,2,0,1,3,0,0,1,2,1,2.0,2,2,2,0,1,0,2,0,1,4,3,e
2975,0,1,0,1,3,0,0,1,4,1,2.0,2,2,2,2,1,0,2,0,0,4,3,e
2976,0,1,3,1,3,0,0,1,4,1,2.0,2,2,2,2,1,0,2,0,0,3,3,e
2977,0,2,3,1,3,0,0,1,2,1,2.0,2,2,1,2,1,0,2,0,1,4,3,e
2978,0,1,4,1,3,0,0,1,10,1,2.0,2,2,0,1,1,0,2,0,0,4,3,e
2979,0,2,3,1,3,0,0,1,4,1,2.0,2,2,0,1,1,0,2,0,1,3,3,e
2980,0,1,4,1,3,0,0,1,4,1,2.0,2,2,0,2,1,0,2,0,1,3,3,e
2981,-2,5,1,1,1,1,3,-2,3,0,2.0,-2,-6,-6,-2,-3,4,3,1,5,2,1,e
2982,0,2,4,1,3,0,0,1,4,1,2.0,2,2,1,0,1,0,2,0,1,3,3,e
2983,0,2,4,1,3,0,0,1,2,1,2.0,2,2,0,0,1,0,2,0,1,3,3,e
2984,0,2,4,1,3,0,0,1,4,1,2.0,2,2,0,1,1,0,2,0,0,4,3,e
2985,3,1,3,1,3,0,0,1,2,1,2.0,2,2,1,2,1,0,2,0,0,4,3,e
2986,0,2,3,1,3,0,0,1,2,1,2.0,2,2,1,2,1,0,2,0,0,4,3,e
2987,0,2,4,1,3,0,0,1,2,1,2.0,2,2,1,2,1,0,2,0,0,3,3,e
2988,0,2,3,1,3,0,0,1,2,1,2.0,2,2,0,0,1,0,2,0,1,4,3,e
2989,3,2,0,1,3,0,0,1,10,1,2.0,2,2,0,0,1,0,2,0,0,3,3,e
2990,0,2,3,0,4,0,0,1,3,0,2.0,1,1,4,3,1,0,2,2,3,3,3,p
2991,0,2,0,1,3,0,0,1,2,1,2.0,2,2,0,0,1,0,2,0,0,3,3,e
2992,1,2,-4,2,2,-1,-3,-1,3,-1,5.0,-2,-2,-5,-1,0,-6,0,-1,3,3,-1,e
2993,3,2,0,1,3,0,0,1,1,1,2.0,2,2,1,1,1,0,2,0,1,4,3,e
2994,0,2,4,1,3,0,0,1,4,1,2.0,2,2,0,0,1,0,2,0,0,3,3,e
2995,3,2,3,1,3,0,0,1,4,1,2.0,2,2,1,2,1,0,2,0,0,3,3,e
2996,0,1,0,1,3,0,0,1,1,1,2.0,2,2,1,1,1,0,2,0,0,4,3,e
2997,0,1,4,1,3,0,0,1,1,1,2.0,2,2,1,2,1,0,2,0,0,4,3,e
2998,0,1,4,1,3,0,0,1,2,1,2.0,2,2,1,0,1,0,2,0,0,3,3,e
2999,0,1,0,1,3,0,0,1,4,1,2.0,2,2,0,2,1,0,2,0,1,3,3,e
3000,0,1,0,1,3,0,0,1,1,1,2.0,2,2,1,2,1,0,2,0,0,3,3,e
3001,0,1,1,0,4,0,0,1,3,0,2.0,1,1,4,3,1,0,2,2,3,3,4,p
3002,3,1,0,1,3,0,0,1,4,1,2.0,2,2,1,1,1,0,2,0,1,4,3,e
3003,2,-5,-6,-1,0,4,-7,-3,0,-2,2.0,0,-4,2,2,-5,-1,3,2,-1,2,-1,p
3004,0,2,3,0,5,0,1,0,9,0,2.0,2,2,0,0,1,0,2,0,0,0,3,p
3005,3,2,3,1,3,0,0,1,4,1,2.0,2,2,2,2,1,0,2,0,1,4,3,e
3006,3,2,4,1,3,0,0,1,4,1,2.0,2,2,1,2,1,0,2,0,1,3,3,e
3007,3,1,0,1,3,0,0,1,10,1,2.0,2,2,0,0,1,0,2,0,0,4,3,e
3008,3,2,4,1,3,0,0,1,10,1,2.0,2,2,1,0,1,0,2,0,0,4,3,e
3009,0,2,3,0,4,0,0,1,3,0,2.0,1,1,2,2,1,0,2,2,3,4,4,p
3010,3,2,3,1,3,0,0,1,2,1,2.0,2,2,0,0,1,0,2,0,1,3,3,e
3011,3,1,4,1,3,0,0,1,4,1,2.0,2,2,2,1,1,0,2,0,0,4,3,e
3012,3,1,4,1,3,0,0,1,4,1,2.0,2,2,2,1,1,0,2,0,1,4,3,e
3013,0,2,2,0,5,0,0,0,10,0,2.0,2,2,0,0,1,0,2,0,1,0,3,p
3014,4,-1,1,-7,1,-4,-1,5,3,1,-3.0,-2,-3,-5,0,4,0,-1,-2,1,-4,-2,e
3015,3,1,0,1,3,0,0,1,4,1,2.0,2,2,0,0,1,0,2,0,0,3,3,e
3016,0,2,3,0,4,0,0,1,9,0,2.0,1,1,2,3,1,0,2,2,3,3,1,p
3017,0,2,3,0,4,0,0,1,9,0,2.0,1,1,2,4,1,0,2,2,3,4,4,p
3018,3,1,4,1,3,0,0,1,10,1,2.0,2,2,1,0,1,0,2,0,1,3,3,e
3019,3,1,4,1,3,0,0,1,1,1,2.0,2,2,1,0,1,0,2,0,0,3,3,e
3020,3,2,0,1,3,0,0,1,2,1,2.0,2,2,2,0,1,0,2,0,0,3,3,e
3021,3,2,3,1,3,0,0,1,2,1,2.0,2,2,0,1,1,0,2,0,0,3,3,e
3022,3,2,4,1,3,0,0,1,2,1,2.0,2,2,1,1,1,0,2,0,1,4,3,e
3023,3,1,4,1,3,0,0,1,4,1,2.0,2,2,1,2,1,0,2,0,1,3,3,e
3024,3,1,4,1,3,0,0,1,2,1,2.0,2,2,1,2,1,0,2,0,1,4,3,e
3025,5,0,-5,2,-4,2,1,2,-3,-3,4.0,4,-1,-4,1,4,2,0,-5,2,0,-2,e
3026,0,2,5,0,5,0,1,0,4,0,2.0,2,2,0,0,1,0,2,0,0,0,3,p
3027,0,2,3,0,4,0,0,1,9,0,2.0,1,1,3,4,1,0,2,2,3,4,3,p
3028,3,2,4,1,3,0,0,1,10,1,2.0,2,2,0,2,1,0,2,0,1,4,3,e
3029,3,1,3,1,3,0,0,1,2,1,2.0,2,2,1,2,1,0,2,0,0,3,3,e
3030,3,1,3,1,3,0,0,1,2,1,2.0,2,2,1,0,1,0,2,0,0,3,3,e
3031,3,2,3,1,3,0,0,1,2,1,2.0,2,2,0,2,1,0,2,0,1,4,3,e
3032,3,2,4,1,3,0,0,1,4,1,2.0,2,2,1,2,1,0,2,0,0,4,3,e
3033,3,1,4,1,3,0,0,1,2,1,2.0,2,2,2,0,1,0,2,0,1,3,3,e
3034,3,2,3,0,4,0,0,1,3,0,2.0,1,1,4,2,1,0,2,2,3,3,4,p
3035,3,1,0,1,3,0,0,1,2,1,2.0,2,2,1,2,1,0,2,0,1,4,3,e
3036,0,-1,1,4,-3,4,-3,5,-2,4,5.0,2,5,-2,-1,-3,3,2,-2,2,2,0,e
3037,0,2,3,0,5,0,0,0,10,0,2.0,2,2,0,0,1,0,2,0,1,0,3,p
3038,3,2,4,1,3,0,0,1,10,1,2.0,2,2,1,2,1,0,2,0,0,4,3,e
3039,3,1,4,1,3,0,0,1,10,1,2.0,2,2,0,1,1,0,2,0,0,3,3,e
3040,0,1,1,0,4,0,0,1,10,0,2.0,1,1,4,2,1,0,2,2,3,3,1,p
3041,3,2,1,0,4,0,0,1,10,0,2.0,1,1,2,2,1,0,2,2,3,3,3,p
3042,3,1,0,1,3,0,0,1,4,1,2.0,2,2,2,1,1,0,2,0,0,3,3,e
3043,3,1,0,1,3,0,0,1,10,1,2.0,2,2,0,1,1,0,2,0,0,3,3,e
3044,3,1,3,1,3,0,0,1,2,1,2.0,2,2,0,0,1,0,2,0,1,3,3,e
3045,3,1,0,1,3,0,0,1,10,1,2.0,2,2,0,0,1,0,2,0,1,3,3,e
3046,0,1,4,1,3,0,0,1,1,1,2.0,2,2,2,2,1,0,2,0,0,3,3,e
3047,2,0,2,-3,3,-2,-2,4,-3,2,3.0,0,3,-1,4,4,0,-2,2,5,-2,-4,p
3048,3,1,0,1,3,0,0,1,10,1,2.0,2,2,2,0,1,0,2,0,0,4,3,e
3049,0,1,4,1,3,0,0,1,4,1,2.0,2,2,2,0,1,0,2,0,0,3,3,e
3050,3,2,4,1,3,0,0,1,10,1,2.0,2,2,2,2,1,0,2,0,0,4,3,e
3051,3,1,0,1,3,0,0,1,1,1,2.0,2,2,1,1,1,0,2,0,0,3,3,e
3052,0,0,2,0,5,0,0,0,10,0,2.0,2,2,0,0,1,0,2,0,0,3,3,p
3053,3,2,3,1,3,0,0,1,2,1,2.0,2,2,0,1,1,0,2,0,1,3,3,e
3054,3,1,3,1,3,0,0,1,4,1,2.0,2,2,1,2,1,0,2,0,1,4,3,e
3055,3,1,3,1,3,0,0,1,10,1,2.0,2,2,2,2,1,0,2,0,1,3,3,e
3056,3,1,0,1,3,0,0,1,10,1,2.0,2,2,0,0,1,0,2,0,0,3,3,e
3057,0,0,3,0,5,0,0,0,4,0,2.0,2,2,0,0,1,0,2,0,1,0,3,p
3058,-4,-2,3,2,-4,-2,2,-1,0,3,1.0,3,-2,1,4,1,-1,2,-4,-2,-3,-4,p
3059,3,1,4,1,3,0,0,1,4,1,2.0,2,2,1,1,1,0,2,0,0,4,3,e
3060,0,2,3,0,4,0,0,1,10,0,2.0,1,1,2,3,1,0,2,2,3,4,3,p
3061,0,0,2,0,5,0,1,0,9,0,2.0,2,2,0,0,1,0,2,0,0,3,3,p
3062,0,2,3,0,4,0,0,1,9,0,2.0,1,1,4,4,1,0,2,2,3,3,4,p
3063,3,1,0,1,3,0,0,1,1,1,2.0,2,2,2,2,1,0,2,0,1,3,3,e
3064,0,1,1,0,4,0,0,1,9,0,2.0,1,1,3,4,1,0,2,2,3,4,4,p
3065,3,1,3,1,3,0,0,1,4,1,2.0,2,2,2,1,1,0,2,0,1,3,3,e
3066,3,1,0,1,3,0,0,1,4,1,2.0,2,2,2,0,1,0,2,0,0,4,3,e
3067,3,1,3,1,3,0,0,1,10,1,2.0,2,2,0,1,1,0,2,0,0,4,3,e
3068,0,0,2,0,5,0,0,0,10,0,2.0,2,2,0,0,1,0,2,0,1,0,3,p
3069,-1,-6,-2,0,-1,0,3,0,-4,0,-4.0,2,-3,4,-4,3,-5,5,0,-2,-2,1,p
3070,3,1,3,1,3,0,0,1,4,1,2.0,2,2,0,0,1,0,2,0,0,3,3,e
3071,0,1,0,1,3,0,0,1,2,1,2.0,2,2,2,0,1,0,2,0,0,4,3,e
3072,3,1,3,1,3,0,0,1,1,1,2.0,2,2,2,2,1,0,2,0,0,4,3,e
3073,0,2,3,0,4,0,0,1,10,0,2.0,1,1,3,2,1,0,2,2,3,3,4,p
3074,3,1,0,1,3,0,0,1,10,1,2.0,2,2,0,1,1,0,2,0,1,4,3,e
3075,3,2,3,0,4,0,0,1,3,0,2.0,1,1,2,4,1,0,2,2,3,4,4,p
3076,3,2,4,1,3,0,0,1,1,1,2.0,2,2,0,1,1,0,2,0,1,4,3,e
3077,0,2,0,1,3,0,0,1,4,1,2.0,2,2,0,0,1,0,2,0,0,3,3,e
3078,3,2,3,0,4,0,0,1,9,0,2.0,1,1,2,4,1,0,2,2,3,3,4,p
3079,3,1,3,1,3,0,0,1,4,1,2.0,2,2,2,0,1,0,2,0,0,3,3,e
3080,3,0,4,0,0,5,0,2,-2,-3,2.0,-3,1,-1,-4,3,3,-3,0,-3,1,-5,e
3081,3,1,4,1,3,0,0,1,10,1,2.0,2,2,2,1,1,0,2,0,1,4,3,e
3082,0,2,3,0,4,0,0,1,9,0,2.0,1,1,2,2,1,0,2,2,3,3,4,p
3083,3,2,4,1,3,0,0,1,10,1,2.0,2,2,0,0,1,0,2,0,1,3,3,e
3084,3,1,0,1,3,0,0,1,4,1,2.0,2,2,1,2,1,0,2,0,0,3,3,e
3085,0,2,3,0,4,0,0,1,10,0,2.0,1,1,3,2,1,0,2,2,3,3,1,p
3086,3,1,4,1,3,0,0,1,4,1,2.0,2,2,1,0,1,0,2,0,0,4,3,e
3087,0,2,3,0,4,0,0,1,3,0,2.0,1,1,2,4,1,0,2,2,3,4,3,p
3088,3,1,4,1,3,0,0,1,2,1,2.0,2,2,0,1,1,0,2,0,1,4,3,e
3089,0,2,3,0,4,0,0,1,3,0,2.0,1,1,4,3,1,0,2,2,3,4,1,p
3090,0,2,3,0,4,0,0,1,9,0,2.0,1,1,3,2,1,0,2,2,3,4,4,p
3091,0,3,1,4,3,1,0,-1,-4,-1,-3.0,-1,1,-2,-5,1,-1,0,4,2,0,-5,p
3092,3,1,4,1,3,0,0,1,4,1,2.0,2,2,1,1,1,0,2,0,1,4,3,e
3093,0,2,3,0,4,0,0,1,10,0,2.0,1,1,3,4,1,0,2,2,3,3,1,p
